1.314154220210475288e-01 -2.260933675776883034e-01
-5.096406975906850878e-01 -2.260933675776883034e-01
5.079086986184143671e-01 -2.260933675776883034e-01
-7.436770587187779835e-01 -1.554391902096608602e+00
1.271070745775238819e+00 1.102205166941232051e+00
-1.994505066505600568e-02 1.102205166941232051e+00
-5.935885227779358342e-01 -2.260933675776883034e-01
-7.296857545209028961e-01 -2.260933675776883034e-01
-7.894667815481873907e-01 -2.260933675776883034e-01
-6.444659925883907681e-01 -2.260933675776883034e-01
-7.718220420181784447e-02 1.102205166941232051e+00
-8.659994861353914912e-04 -2.260933675776883034e-01
-1.407790414648865673e-01 -2.260933675776883034e-01
3.150993255271549831e+00 2.430503701460152488e+00
-9.319236970174613610e-01 -2.260933675776883034e-01
3.807150240922768658e-01 1.102205166941232051e+00
-8.657829862638698470e-01 -1.554391902096608602e+00
-9.726256728658253525e-01 -2.260933675776883034e-01
7.737434783780415826e-01 1.102205166941232051e+00
1.310500784878341429e+00 1.102205166941232051e+00
-2.972272611320355695e-01 -2.260933675776883034e-01
-1.433229149554093029e-01 -1.554391902096608602e+00
-5.045529506096395611e-01 -2.260933675776883034e-01
-4.919959580606761418e-02 1.102205166941232051e+00
2.403094449057861848e+00 -2.260933675776883034e-01
-1.145609070221372150e+00 -2.260933675776883034e-01
-6.902557154178002863e-01 -2.260933675776883034e-01
6.681727285213474588e-01 -2.260933675776883034e-01
2.535213495661394756e-01 -2.260933675776883034e-01
8.093577072453600474e-01 -2.260933675776883034e-01
-2.056478154732166441e-01 -1.554391902096608602e+00
-1.272802744747509651e+00 -2.882690436615528817e+00
5.001147032431958045e-02 1.102205166941232051e+00
1.445326079876047221e+00 -2.260933675776883034e-01
-2.412620443405351367e-01 1.102205166941232051e+00
-7.169663870682890794e-01 -2.260933675776883034e-01
-9.688098626300412075e-01 -2.260933675776883034e-01
1.670296508883660214e-01 1.102205166941232051e+00
2.816473891267808671e+00 1.102205166941232051e+00
2.051877532462072495e-01 1.102205166941232051e+00
-4.282367458939571603e-01 -1.554391902096608602e+00
3.018549458860717016e-01 -2.260933675776883034e-01
7.203221350770637743e-01 1.102205166941232051e+00
-1.018415395695234871e+00 -2.260933675776883034e-01
-1.461049383046193029e+00 -1.554391902096608602e+00
-1.891126377848187934e-01 1.102205166941232051e+00
-1.014599585459450726e+00 -2.260933675776883034e-01
